LAUS Code,State FIPS Code,County FIPS Code,County Name,State Abbreviation,Year,Labor Force,Employed,Unemployed,Unemployment Rate,Geolocation
CN1805700000000,18,057,Hamilton County,IN,01/01/2012 12:00:00 AM,151115,143094,8021,5.3,"Hamilton County, IN
(41.535213, -84.920307)"
CN2105300000000,21,053,Clinton County,KY,01/01/2012 12:00:00 AM,4250,3788,462,10.9,"Clinton County, KY
(36.667062, -88.993606)"
CN1800700000000,18,007,Benton County,IN,01/01/2012 12:00:00 AM,4550,4211,339,7.5,"Benton County, IN
(41.510218, -85.762068)"
CN1900500000000,19,005,Allamakee County,IA,01/01/2012 12:00:00 AM,7595,7106,489,6.4,"Allamakee County, IA
(41.723684, -90.714136)"
CN1212700000000,12,127,Volusia County,FL,01/01/2012 12:00:00 AM,237385,214879,22506,9.5,"Volusia County, FL
(26.461941, -80.153061)"
CN2015100000000,20,151,Pratt County,KS,01/01/2012 12:00:00 AM,5436,5192,244,4.5,"Pratt County, KS
(39.562549, -98.691916)"
CN1317900000000,13,179,Liberty County,GA,01/01/2012 12:00:00 AM,27156,24736,2420,8.9,"Liberty County, GA
(31.942801, -84.57)"
CN1909900000000,19,099,Jasper County,IA,01/01/2012 12:00:00 AM,18543,17440,1103,5.9,"Jasper County, IA
(40.943405, -94.757501)"
CN2015300000000,20,153,Rawlins County,KS,01/01/2012 12:00:00 AM,1569,1526,43,2.7,"Rawlins County, KS
(37.6861, -97.447197)"
CN2200300000000,22,003,Allen Parish,LA,01/01/2012 12:00:00 AM,9098,8372,726,8,"Allen Parish, LA
(30.176399, -91.1231)"
CN0509300000000,05,093,Mississippi County,AR,01/01/2012 12:00:00 AM,20267,18046,2221,11,"Mississippi County, AR
(35.14656, -90.18479)"
CN1306300000000,13,063,Clayton County,GA,01/01/2012 12:00:00 AM,127655,112298,15357,12,"Clayton County, GA
(34.878324, -83.400901)"
CN1713900000000,17,139,Moultrie County,IL,01/01/2012 12:00:00 AM,7396,6867,529,7.2,"Moultrie County, IL
(39.762551, -89.634265)"
CN1300100000000,13,001,Appling County,GA,01/01/2012 12:00:00 AM,8982,7975,1007,11.2,"Appling County, GA
(33.548872, -82.317038)"
CN0506300000000,05,063,Independence County,AR,01/01/2012 12:00:00 AM,16041,14563,1478,9.2,"Independence County, AR
(36.385198, -92.464638)"
CN1900700000000,19,007,Appanoose County,IA,01/01/2012 12:00:00 AM,5988,5598,390,6.5,"Appanoose County, IA
(41.082199, -92.138901)"
CN2014500000000,20,145,Pawnee County,KS,01/01/2012 12:00:00 AM,3421,3281,140,4.1,"Pawnee County, KS
(38.013901, -97.775002)"
CN1918700000000,19,187,Webster County,IA,01/01/2012 12:00:00 AM,19277,18060,1217,6.3,"Webster County, IA
(42.46942, -93.815856)"
CN1703900000000,17,039,De Witt County,IL,01/01/2012 12:00:00 AM,8478,7802,676,8,"De Witt County, IL
(37.415298, -89.272797)"
CN0507700000000,05,077,Lee County,AR,01/01/2012 12:00:00 AM,3521,3187,334,9.5,"Lee County, AR
(34.561901, -92.487503)"
CN1324700000000,13,247,Rockdale County,GA,01/01/2012 12:00:00 AM,42138,37844,4294,10.2,"Rockdale County, GA
(34.438301, -85.108101)"
CN0802300000000,08,023,Costilla County,CO,01/01/2012 12:00:00 AM,1603,1420,183,11.4,"Costilla County, CO
(39.375367, -104.859911)"
CN1800500000000,18,005,Bartholomew County,IN,01/01/2012 12:00:00 AM,41409,38763,2646,6.4,"Bartholomew County, IN
(38.970299, -86.441902)"
CN1311900000000,13,119,Franklin County,GA,01/01/2012 12:00:00 AM,9543,8466,1077,11.3,"Franklin County, GA
(32.804199, -83.535599)"
CN1324100000000,13,241,Rabun County,GA,01/01/2012 12:00:00 AM,6939,6144,795,11.5,"Rabun County, GA
(32.64, -83.591667)"
CN2114100000000,21,141,Logan County,KY,01/01/2012 12:00:00 AM,12192,11271,921,7.6,"Logan County, KY
(38.046356, -84.497021)"
CN1324500000000,13,245,Richmond County,GA,01/01/2012 12:00:00 AM,88450,79050,9400,10.6,"Richmond County, GA
(31.949076, -81.311656)"
CN0900300000000,09,003,Hartford County,CT,01/01/2012 12:00:00 AM,471858,430947,40911,8.7,"Hartford County, CT
(41.765775, -72.673356)"
CN2102500000000,21,025,Breathitt County,KY,01/01/2012 12:00:00 AM,4538,3882,656,14.5,"Breathitt County, KY
(37.402696, -84.414859)"
CN1902700000000,19,027,Carroll County,IA,01/01/2012 12:00:00 AM,11337,10912,425,3.7,"Carroll County, IA
(43.066415, -92.672524)"
CN2116700000000,21,167,Mercer County,KY,01/01/2012 12:00:00 AM,10246,9401,845,8.2,"Mercer County, KY
(37.2831, -83.995003)"
CN1316500000000,13,165,Jenkins County,GA,01/01/2012 12:00:00 AM,3364,2902,462,13.7,"Jenkins County, GA
(33.323954, -84.033247)"
CN1326100000000,13,261,Sumter County,GA,01/01/2012 12:00:00 AM,13960,12300,1660,11.9,"Sumter County, GA
(32.981417, -82.811053)"
CN0511700000000,05,117,Prairie County,AR,01/01/2012 12:00:00 AM,3825,3536,289,7.6,"Prairie County, AR
(35.975694, -94.317305)"
CN0605900000000,06,059,Orange County,CA,01/01/2012 12:00:00 AM,1562136,1439270,122866,7.9,"Orange County, CA
(33.791489, -117.853096)"
CN1713700000000,17,137,Morgan County,IL,01/01/2012 12:00:00 AM,17801,16424,1377,7.7,"Morgan County, IL
(41.593513, -87.694621)"
CN0809900000000,08,099,Prowers County,CO,01/01/2012 12:00:00 AM,6097,5671,426,7,"Prowers County, CO
(38.081902, -102.767197)"
CN1901100000000,19,011,Benton County,IA,01/01/2012 12:00:00 AM,13774,13043,731,5.3,"Benton County, IA
(40.725601, -91.8536)"
CN1712900000000,17,129,Menard County,IL,01/01/2012 12:00:00 AM,7009,6520,489,7,"Menard County, IL
(37.91, -89.839699)"
CN1713100000000,17,131,Mercer County,IL,01/01/2012 12:00:00 AM,8644,7974,670,7.8,"Mercer County, IL
(41.199914, -90.749287)"
CN1701300000000,17,013,Calhoun County,IL,01/01/2012 12:00:00 AM,2450,2204,246,10,"Calhoun County, IL
(38.670462, -89.984749)"
CN2102700000000,21,027,Breckinridge County,KY,01/01/2012 12:00:00 AM,8282,7482,800,9.7,"Breckinridge County, KY
(37.752284, -84.761404)"
CN0500700000000,05,007,Benton County,AR,01/01/2012 12:00:00 AM,110768,104109,6659,6,"Benton County, AR
(36.371868, -94.202721)"
CN1325900000000,13,259,Stewart County,GA,01/01/2012 12:00:00 AM,2320,2105,215,9.3,"Stewart County, GA
(33.421902, -83.852203)"
CN2111900000000,21,119,Knott County,KY,01/01/2012 12:00:00 AM,5829,5025,804,13.8,"Knott County, KY
(37.771702, -86.904198)"
CN0605700000000,06,057,Nevada County,CA,01/01/2012 12:00:00 AM,48363,43649,4714,9.7,"Nevada County, CA
(39.262782, -121.019455)"
CN1601700000000,16,017,Bonner County,ID,01/01/2012 12:00:00 AM,18597,16649,1948,10.5,"Bonner County, ID
(48.691403, -116.316333)"
CN1910300000000,19,103,Johnson County,IA,01/01/2012 12:00:00 AM,80297,77342,2955,3.7,"Johnson County, IA
(41.1217, -93.724701)"
CN0607100000000,06,071,San Bernardino County,CA,01/01/2012 12:00:00 AM,892212,790420,101792,11.4,"San Bernardino County, CA
(37.78008, -122.420168)"
CN1912900000000,19,129,Mills County,IA,01/01/2012 12:00:00 AM,7264,6930,334,4.6,"Mills County, IA
(41.706976, -92.552139)"
CN0609500000000,06,095,Solano County,CA,01/01/2012 12:00:00 AM,202661,180984,21677,10.7,"Solano County, CA
(36.676795, -121.656421)"
CN1329100000000,13,291,Union County,GA,01/01/2012 12:00:00 AM,9661,8807,854,8.8,"Union County, GA
(33.578707, -84.551423)"
CN0611100000000,06,111,Ventura County,CA,01/01/2012 12:00:00 AM,434681,395158,39523,9.1,"Ventura County, CA
(34.280832, -119.293107)"
CN1204300000000,12,043,Glades County,FL,01/01/2012 12:00:00 AM,5701,5262,439,7.7,"Glades County, FL
(25.558912, -80.382431)"
CN0610900000000,06,109,Tuolumne County,CA,01/01/2012 12:00:00 AM,22315,19419,2896,13,"Tuolumne County, CA
(39.133163, -123.166108)"
CN1916700000000,19,167,Sioux County,IA,01/01/2012 12:00:00 AM,19376,18707,669,3.5,"Sioux County, IA
(43.075969, -96.175468)"
CN1902500000000,19,025,Calhoun County,IA,01/01/2012 12:00:00 AM,4428,4184,244,5.5,"Calhoun County, IA
(41.829251, -90.762302)"
CN2019300000000,20,193,Thomas County,KS,01/01/2012 12:00:00 AM,4542,4385,157,3.5,"Thomas County, KS
(39.109288, -95.084984)"
CN1908900000000,19,089,Howard County,IA,01/01/2012 12:00:00 AM,5200,4960,240,4.6,"Howard County, IA
(41.78483, -92.344861)"
CN1720100000000,17,201,Winnebago County,IL,01/01/2012 12:00:00 AM,146211,130845,15366,10.5,"Winnebago County, IL
(42.267331, -89.241424)"
CN1809300000000,18,093,Lawrence County,IN,01/01/2012 12:00:00 AM,20554,18301,2253,11,"Lawrence County, IN
(39.840089, -86.019338)"
CN0509100000000,05,091,Miller County,AR,01/01/2012 12:00:00 AM,20260,19055,1205,5.9,"Miller County, AR
(33.919998, -94.185799)"
CN1912700000000,19,127,Marshall County,IA,01/01/2012 12:00:00 AM,19800,18529,1271,6.4,"Marshall County, IA
(42.034679, -92.912686)"
CN1601300000000,16,013,Blaine County,ID,01/01/2012 12:00:00 AM,11717,10894,823,7,"Blaine County, ID
(48.017491, -116.985411)"
CN1808700000000,18,087,LaGrange County,IN,01/01/2012 12:00:00 AM,17001,15792,1209,7.1,"LaGrange County, IN
(41.641417, -85.417922)"
CN1918300000000,19,183,Washington County,IA,01/01/2012 12:00:00 AM,12150,11639,511,4.2,"Washington County, IA
(41.296469, -91.691723)"
CN0801100000000,08,011,Bent County,CO,01/01/2012 12:00:00 AM,1722,1578,144,8.4,"Bent County, CO
(37.991199, -103.539803)"
CN0806700000000,08,067,La Plata County,CO,01/01/2012 12:00:00 AM,29663,27693,1970,6.6,"La Plata County, CO
(37.397202, -108.0625)"
CN2117500000000,21,175,Morgan County,KY,01/01/2012 12:00:00 AM,5221,4666,555,10.6,"Morgan County, KY
(37.683805, -87.916792)"
CN0514500000000,05,145,White County,AR,01/01/2012 12:00:00 AM,36246,33396,2850,7.9,"White County, AR
(34.529273, -92.215046)"
CN1716700000000,17,167,Sangamon County,IL,01/01/2012 12:00:00 AM,107433,99642,7791,7.3,"Sangamon County, IL
(39.866699, -88.855797)"
CN1704700000000,17,047,Edwards County,IL,01/01/2012 12:00:00 AM,3061,2822,239,7.8,"Edwards County, IL
(38.811309, -89.955724)"
CN2111300000000,21,113,Jessamine County,KY,01/01/2012 12:00:00 AM,24812,23151,1661,6.7,"Jessamine County, KY
(37.875801, -84.621399)"
CN0804300000000,08,043,Fremont County,CO,01/01/2012 12:00:00 AM,15633,13810,1823,11.7,"Fremont County, CO
(39.790686, -105.165352)"
CN0509500000000,05,095,Monroe County,AR,01/01/2012 12:00:00 AM,3270,2974,296,9.1,"Monroe County, AR
(36.377201, -92.845596)"
CN0810100000000,08,101,Pueblo County,CO,01/01/2012 12:00:00 AM,74490,66523,7967,10.7,"Pueblo County, CO
(38.322234, -104.739288)"
CN1801500000000,18,015,Carroll County,IN,01/01/2012 12:00:00 AM,9985,9251,734,7.4,"Carroll County, IN
(38.451347, -85.669154)"
CN1716100000000,17,161,Rock Island County,IL,01/01/2012 12:00:00 AM,75401,69345,6056,8,"Rock Island County, IL
(41.472348, -90.583568)"
CN0610100000000,06,101,Sutter County,CA,01/01/2012 12:00:00 AM,45557,37901,7656,16.8,"Sutter County, CA
(38.392249, -120.804961)"
CN1718900000000,17,189,Washington County,IL,01/01/2012 12:00:00 AM,9155,8575,580,6.3,"Washington County, IL
(38.636862, -90.093102)"
CN1318700000000,13,187,Lumpkin County,GA,01/01/2012 12:00:00 AM,15178,13910,1268,8.4,"Lumpkin County, GA
(32.050096, -84.798845)"
CN1704100000000,17,041,Douglas County,IL,01/01/2012 12:00:00 AM,9936,9215,721,7.3,"Douglas County, IL
(41.834756, -87.618106)"
CN1331100000000,13,311,White County,GA,01/01/2012 12:00:00 AM,13570,12396,1174,8.7,"White County, GA
(33.863067, -83.409173)"
CN1604700000000,16,047,Gooding County,ID,01/01/2012 12:00:00 AM,8105,7643,462,5.7,"Gooding County, ID
(42.937528, -114.712878)"
CN0602100000000,06,021,Glenn County,CA,01/01/2012 12:00:00 AM,13148,11283,1865,14.2,"Glenn County, CA
(38.354198, -120.5839)"
CN1312100000000,13,121,Fulton County,GA,01/01/2012 12:00:00 AM,511185,464673,46512,9.1,"Fulton County, GA
(33.8881, -85.223602)"
CN1701500000000,17,015,Carroll County,IL,01/01/2012 12:00:00 AM,8068,7408,660,8.2,"Carroll County, IL
(39.494272, -88.177555)"
CN0603700000000,06,037,Los Angeles County,CA,01/01/2012 12:00:00 AM,4915263,4378392,536871,10.9,"Los Angeles County, CA
(34.052238, -118.243344)"
CN0600100000000,06,001,Alameda County,CA,01/01/2012 12:00:00 AM,798416,729049,69367,8.7,"Alameda County, CA
(37.765336, -122.241873)"
CN1907300000000,19,073,Greene County,IA,01/01/2012 12:00:00 AM,5117,4863,254,5,"Greene County, IA
(41.690307, -93.791062)"
CN2005300000000,20,053,Ellsworth County,KS,01/01/2012 12:00:00 AM,3487,3365,122,3.5,"Ellsworth County, KS
(38.732036, -98.228328)"
CN1813500000000,18,135,Randolph County,IN,01/01/2012 12:00:00 AM,12762,11542,1220,9.6,"Randolph County, IN
(40.266102, -84.9758)"
CN2121700000000,21,217,Taylor County,KY,01/01/2012 12:00:00 AM,11685,10565,1120,9.6,"Taylor County, KY
(38.031519, -85.342945)"
CN1815700000000,18,157,Tippecanoe County,IN,01/01/2012 12:00:00 AM,88449,82295,6154,7,"Tippecanoe County, IN
(41.208921, -86.114917)"
CN0609900000000,06,099,Stanislaus County,CA,01/01/2012 12:00:00 AM,241965,205940,36025,14.9,"Stanislaus County, CA
(38.687403, -121.073833)"
CN1701100000000,17,011,Bureau County,IL,01/01/2012 12:00:00 AM,18203,16543,1660,9.1,"Bureau County, IL
(41.292527, -89.368662)"
CN0500900000000,05,009,Boone County,AR,01/01/2012 12:00:00 AM,16523,15264,1259,7.6,"Boone County, AR
(33.975601, -93.783897)"
CN2002700000000,20,027,Clay County,KS,01/01/2012 12:00:00 AM,4246,4027,219,5.2,"Clay County, KS
(39.380368, -97.124554)"
CN2106500000000,21,065,Estill County,KY,01/01/2012 12:00:00 AM,5619,5058,561,10,"Estill County, KY
(38.047199, -84.444397)"
CN1319100000000,13,191,McIntosh County,GA,01/01/2012 12:00:00 AM,6033,5444,589,9.8,"McIntosh County, GA
(32.845205, -83.191781)"
CN0504100000000,05,041,Desha County,AR,01/01/2012 12:00:00 AM,5930,5343,587,9.9,"Desha County, AR
(35.837502, -92.954399)"
CN2018700000000,20,187,Stanton County,KS,01/01/2012 12:00:00 AM,1048,1011,37,3.5,"Stanton County, KS
(38.542616, -95.053747)"
CN0805100000000,08,051,Gunnison County,CO,01/01/2012 12:00:00 AM,9832,9244,588,6,"Gunnison County, CO
(38.545502, -106.926898)"
CN1203100000000,12,031,Duval County,FL,01/01/2012 12:00:00 AM,456398,416680,39718,8.7,"Duval County, FL
(26.0422, -81.3442)"
CN2000700000000,20,007,Barber County,KS,01/01/2012 12:00:00 AM,2730,2624,106,3.9,"Barber County, KS
(37.567799, -94.6483)"
CN1809500000000,18,095,Madison County,IN,01/01/2012 12:00:00 AM,57996,52202,5794,10,"Madison County, IN
(38.756715, -85.396649)"
CN1803900000000,18,039,Elkhart County,IN,01/01/2012 12:00:00 AM,96849,88196,8653,8.9,"Elkhart County, IN
(41.687381, -85.973536)"
CN0602900000000,06,029,Kern County,CA,01/01/2012 12:00:00 AM,391888,340355,51533,13.1,"Kern County, CA
(34.9664, -115.805801)"
CN2108500000000,21,085,Grayson County,KY,01/01/2012 12:00:00 AM,11312,10150,1162,10.3,"Grayson County, KY
(38.33263, -82.948818)"
CN0505900000000,05,059,Hot Spring County,AR,01/01/2012 12:00:00 AM,14485,13441,1044,7.2,"Hot Spring County, AR
(34.502785, -93.055659)"
CN1314700000000,13,147,Hart County,GA,01/01/2012 12:00:00 AM,10823,9709,1114,10.3,"Hart County, GA
(33.056525, -83.23087)"
CN1210500000000,12,105,Polk County,FL,01/01/2012 12:00:00 AM,277091,250458,26633,9.6,"Polk County, FL
(26.23303, -81.803345)"
CN2116300000000,21,163,Meade County,KY,01/01/2012 12:00:00 AM,12631,11398,1233,9.8,"Meade County, KY
(37.328179, -87.4988)"
CN2103300000000,21,033,Caldwell County,KY,01/01/2012 12:00:00 AM,5677,5205,472,8.3,"Caldwell County, KY
(37.6581, -84.781898)"
CN1908100000000,19,081,Hancock County,IA,01/01/2012 12:00:00 AM,5981,5708,273,4.6,"Hancock County, IA
(41.389987, -95.362413)"
CN0600500000000,06,005,Amador County,CA,01/01/2012 12:00:00 AM,14672,12873,1799,12.3,"Amador County, CA
(39.9781, -123.806099)"
CN1200700000000,12,007,Bradford County,FL,01/01/2012 12:00:00 AM,11152,10307,845,7.6,"Bradford County, FL
(26.096087, -80.204483)"
CN2112700000000,21,127,Lawrence County,KY,01/01/2012 12:00:00 AM,5636,5039,597,10.6,"Lawrence County, KY
(38.034294, -84.895387)"
CN1606700000000,16,067,Minidoka County,ID,01/01/2012 12:00:00 AM,10377,9745,632,6.1,"Minidoka County, ID
(42.754707, -113.491261)"
CN1705700000000,17,057,Fulton County,IL,01/01/2012 12:00:00 AM,16958,15284,1674,9.9,"Fulton County, IL
(41.863731, -90.157866)"
CN2011300000000,20,113,McPherson County,KS,01/01/2012 12:00:00 AM,16654,15969,685,4.1,"McPherson County, KS
(38.373551, -97.667066)"
CN0808300000000,08,083,Montezuma County,CO,01/01/2012 12:00:00 AM,12917,11813,1104,8.5,"Montezuma County, CO
(38.857568, -104.912311)"
CN1322300000000,13,223,Paulding County,GA,01/01/2012 12:00:00 AM,74473,68282,6191,8.3,"Paulding County, GA
(33.4286, -82.870796)"
CN0603100000000,06,031,Kings County,CA,01/01/2012 12:00:00 AM,58807,50049,8758,14.9,"Kings County, CA
(37.910605, -122.280236)"
CN1331900000000,13,319,Wilkinson County,GA,01/01/2012 12:00:00 AM,3738,3308,430,11.5,"Wilkinson County, GA
(34.7169, -84.2481)"
CN2123300000000,21,233,Webster County,KY,01/01/2012 12:00:00 AM,6252,5808,444,7.1,"Webster County, KY
(37.888901, -86.338898)"
CN2018500000000,20,185,Stafford County,KS,01/01/2012 12:00:00 AM,2218,2115,103,4.6,"Stafford County, KS
(39.767203, -101.801403)"
CN1307300000000,13,073,Columbia County,GA,01/01/2012 12:00:00 AM,64708,60188,4520,7,"Columbia County, GA
(32.466682, -84.990405)"
CN2010100000000,20,101,Lane County,KS,01/01/2012 12:00:00 AM,900,859,41,4.6,"Lane County, KS
(39.249426, -94.899962)"
CN1801300000000,18,013,Brown County,IN,01/01/2012 12:00:00 AM,7323,6737,586,8,"Brown County, IN
(39.84334, -86.397957)"
CN1328900000000,13,289,Twiggs County,GA,01/01/2012 12:00:00 AM,3174,2702,472,14.9,"Twiggs County, GA
(34.6539, -84.2939)"
CN1603700000000,16,037,Custer County,ID,01/01/2012 12:00:00 AM,2334,2145,189,8.1,"Custer County, ID
(42.866901, -111.9011)"
CN0607500000000,06,075,San Francisco County/city,CA,01/01/2012 12:00:00 AM,509444,474933,34511,6.8,"San Francisco County/city, CA
(37.78008, -122.420168)"
CN2001900000000,20,019,Chautauqua County,KS,01/01/2012 12:00:00 AM,1695,1584,111,6.5,"Chautauqua County, KS
(37.747332, -95.342803)"
CN1713300000000,17,133,Monroe County,IL,01/01/2012 12:00:00 AM,17952,16743,1209,6.7,"Monroe County, IL
(42.100897, -88.997642)"
CN1211900000000,12,119,Sumter County,FL,01/01/2012 12:00:00 AM,26860,24028,2832,10.5,"Sumter County, FL
(30.3958, -86.228897)"
CN1719100000000,17,191,Wayne County,IL,01/01/2012 12:00:00 AM,8041,7420,621,7.7,"Wayne County, IL
(41.942799, -88.173599)"
CN1709300000000,17,093,Kendall County,IL,01/01/2012 12:00:00 AM,63492,58179,5313,8.4,"Kendall County, IL
(41.546398, -88.433899)"
CN1308500000000,13,085,Dawson County,GA,01/01/2012 12:00:00 AM,10859,9928,931,8.6,"Dawson County, GA
(31.203863, -81.508594)"
CN2017700000000,20,177,Shawnee County,KS,01/01/2012 12:00:00 AM,91978,86288,5690,6.2,"Shawnee County, KS
(38.712395, -99.332238)"
CN2016900000000,20,169,Saline County,KS,01/01/2012 12:00:00 AM,30708,28940,1768,5.8,"Saline County, KS
(38.695301, -97.685799)"
CN2014900000000,20,149,Pottawatomie County,KS,01/01/2012 12:00:00 AM,11582,11038,544,4.7,"Pottawatomie County, KS
(38.303025, -95.58162)"
CN1323900000000,13,239,Quitman County,GA,01/01/2012 12:00:00 AM,943,853,90,9.5,"Quitman County, GA
(30.784155, -83.560027)"
CN0606100000000,06,061,Placer County,CA,01/01/2012 12:00:00 AM,174919,158545,16374,9.4,"Placer County, CA
(38.729652, -120.799147)"
CN1201900000000,12,019,Clay County,FL,01/01/2012 12:00:00 AM,96340,89002,7338,7.6,"Clay County, FL
(28.4722, -82.066902)"
CN2100300000000,21,003,Allen County,KY,01/01/2012 12:00:00 AM,9024,8302,722,8,"Allen County, KY
(36.718012, -87.068529)"
CN1700700000000,17,007,Boone County,IL,01/01/2012 12:00:00 AM,26899,24100,2799,10.4,"Boone County, IL
(41.961576, -87.948888)"
CN1205100000000,12,051,Hendry County,FL,01/01/2012 12:00:00 AM,17004,14830,2174,12.8,"Hendry County, FL
(30.567801, -85.069702)"
CN0509700000000,05,097,Montgomery County,AR,01/01/2012 12:00:00 AM,3586,3282,304,8.5,"Montgomery County, AR
(33.628965, -91.79085)"
CN1327100000000,13,271,Telfair County,GA,01/01/2012 12:00:00 AM,5344,4715,629,11.8,"Telfair County, GA
(33.0933, -81.823898)"
CN2105500000000,21,055,Crittenden County,KY,01/01/2012 12:00:00 AM,4159,3839,320,7.7,"Crittenden County, KY
(38.780098, -84.606196)"
CN1316300000000,13,163,Jefferson County,GA,01/01/2012 12:00:00 AM,7085,6148,937,13.2,"Jefferson County, GA
(32.685743, -83.34424)"
CN1702700000000,17,027,Clinton County,IL,01/01/2012 12:00:00 AM,20378,19026,1352,6.6,"Clinton County, IL
(41.615525, -87.529904)"
CN1205500000000,12,055,Highlands County,FL,01/01/2012 12:00:00 AM,37385,33542,3843,10.3,"Highlands County, FL
(25.9681, -80.1633)"
CN0800300000000,08,003,Alamosa County,CO,01/01/2012 12:00:00 AM,7753,6943,810,10.4,"Alamosa County, CO
(37.468191, -105.874293)"
CN1909700000000,19,097,Jackson County,IA,01/01/2012 12:00:00 AM,10818,10227,591,5.5,"Jackson County, IA
(43.114044, -92.033225)"
CN1303900000000,13,039,Camden County,GA,01/01/2012 12:00:00 AM,21882,20003,1879,8.6,"Camden County, GA
(34.243248, -84.493862)"
CN1907700000000,19,077,Guthrie County,IA,01/01/2012 12:00:00 AM,5555,5243,312,5.6,"Guthrie County, IA
(41.677296, -94.502323)"
CN1209900000000,12,099,Palm Beach County,FL,01/01/2012 12:00:00 AM,660634,604549,56085,8.5,"Palm Beach County, FL
(26.704327, -80.036437)"
CN2010500000000,20,105,Lincoln County,KS,01/01/2012 12:00:00 AM,1847,1757,90,4.9,"Lincoln County, KS
(39.040798, -98.144402)"
CN1305300000000,13,053,Chattahoochee County,GA,01/01/2012 12:00:00 AM,2601,2296,305,11.7,"Chattahoochee County, GA
(34.904248, -85.057341)"
CN1316900000000,13,169,Jones County,GA,01/01/2012 12:00:00 AM,13879,12700,1179,8.5,"Jones County, GA
(33.323954, -84.033247)"
CN2112500000000,21,125,Laurel County,KY,01/01/2012 12:00:00 AM,24895,22361,2534,10.2,"Laurel County, KY
(37.244999, -83.748901)"
CN1901500000000,19,015,Boone County,IA,01/01/2012 12:00:00 AM,14571,13940,631,4.3,"Boone County, IA
(40.7342, -95.288597)"
CN2020700000000,20,207,Woodson County,KS,01/01/2012 12:00:00 AM,1644,1542,102,6.2,"Woodson County, KS
(38.988098, -95.556099)"
CN0502100000000,05,021,Clay County,AR,01/01/2012 12:00:00 AM,6869,6115,754,11,"Clay County, AR
(35.712502, -91.001404)"
CN1606900000000,16,069,Nez Perce County,ID,01/01/2012 12:00:00 AM,19866,18722,1144,5.8,"Nez Perce County, ID
(46.235059, -116.23901)"
CN1704500000000,17,045,Edgar County,IL,01/01/2012 12:00:00 AM,9133,8248,885,9.7,"Edgar County, IL
(39.755607, -87.701271)"
CN0602500000000,06,025,Imperial County,CA,01/01/2012 12:00:00 AM,79265,57586,21679,27.4,"Imperial County, CA
(32.58231, -117.118004)"
CN0811100000000,08,111,San Juan County,CO,01/01/2012 12:00:00 AM,535,482,53,9.9,"San Juan County, CO
(40.064424, -105.366217)"
CN2014700000000,20,147,Phillips County,KS,01/01/2012 12:00:00 AM,3012,2877,135,4.5,"Phillips County, KS
(39.755887, -99.321747)"
CN1805500000000,18,055,Greene County,IN,01/01/2012 12:00:00 AM,13811,12367,1444,10.5,"Greene County, IN
(39.644033, -86.864449)"
CN1710100000000,17,101,Lawrence County,IL,01/01/2012 12:00:00 AM,6474,5823,651,10.1,"Lawrence County, IL
(38.727033, -87.68728)"
CN1607700000000,16,077,Power County,ID,01/01/2012 12:00:00 AM,4086,3768,318,7.8,"Power County, ID
(43.605, -116.272797)"
CN0806300000000,08,063,Kit Carson County,CO,01/01/2012 12:00:00 AM,4229,4041,188,4.4,"Kit Carson County, CO
(38.765253, -102.795216)"
CN1307500000000,13,075,Cook County,GA,01/01/2012 12:00:00 AM,7534,6821,713,9.5,"Cook County, GA
(34.784199, -85.398102)"
CN1200900000000,12,009,Brevard County,FL,01/01/2012 12:00:00 AM,262648,237972,24676,9.4,"Brevard County, FL
(25.889917, -80.134964)"
CN0503700000000,05,037,Cross County,AR,01/01/2012 12:00:00 AM,8531,7854,677,7.9,"Cross County, AR
(35.611693, -90.082267)"
CN1301900000000,13,019,Berrien County,GA,01/01/2012 12:00:00 AM,7859,7054,805,10.2,"Berrien County, GA
(31.168992, -81.50248)"
CN1715900000000,17,159,Richland County,IL,01/01/2012 12:00:00 AM,7551,6947,604,8,"Richland County, IL
(39.229401, -88.378098)"
CN1211500000000,12,115,Sarasota County,FL,01/01/2012 12:00:00 AM,168019,153858,14161,8.4,"Sarasota County, FL
(27.336483, -82.538602)"
CN2109500000000,21,095,Harlan County,KY,01/01/2012 12:00:00 AM,9926,8527,1399,14.1,"Harlan County, KY
(36.843135, -83.323249)"
CN1706700000000,17,067,Hancock County,IL,01/01/2012 12:00:00 AM,9283,8512,771,8.3,"Hancock County, IL
(40.415405, -90.965802)"
CN1325100000000,13,251,Screven County,GA,01/01/2012 12:00:00 AM,5694,4908,786,13.8,"Screven County, GA
(31.486241, -82.01729)"
CN1209500000000,12,095,Orange County,FL,01/01/2012 12:00:00 AM,653886,600251,53635,8.2,"Orange County, FL
(30.169231, -81.706698)"
CN1203700000000,12,037,Franklin County,FL,01/01/2012 12:00:00 AM,5051,4724,327,6.5,"Franklin County, FL
(26.0889, -80.219398)"
CN2012700000000,20,127,Morris County,KS,01/01/2012 12:00:00 AM,3203,3008,195,6.1,"Morris County, KS
(39.46752, -97.202747)"
CN1808300000000,18,083,Knox County,IN,01/01/2012 12:00:00 AM,18717,17381,1336,7.1,"Knox County, IN
(39.967502, -87.280153)"
CN1800900000000,18,009,Blackford County,IN,01/01/2012 12:00:00 AM,5461,4836,625,11.4,"Blackford County, IN
(41.405048, -85.683598)"
